"Time (s) Run #1";"Temperature 1, Ch 2 (°C) Run #1";"Temperature 2, Ch 2 (°C) Run #1";"Temperature 3, Ch 2 (°C) Run #1";"Temperature 1, Ch 1 (°C) Run #1";"Temperature 2, Ch 1 (°C) Run #1";"Temperature 3, Ch 1 (°C) Run #1";"Time (s) Run #2";"Temperature 1, Ch 1 (°C) Run #2";"Temperature 2, Ch 1 (°C) Run #2";"Temperature 3, Ch 1 (°C) Run #2";"Force Beam 1 (N) Run #2";"Force Beam 2 (N) Run #2";"Force Beam 3 (N) Run #2";"Force Beam 4 (N) Run #2";"Normal Force (N) Run #2";"Parallel Force (N) Run #2";"Time (s) Run #3";"Temperature 1, Ch 1 (°C) Run #3";"Temperature 2, Ch 1 (°C) Run #3";"Temperature 3, Ch 1 (°C) Run #3";"Force Beam 1 (N) Run #3";"Force Beam 2 (N) Run #3";"Force Beam 3 (N) Run #3";"Force Beam 4 (N) Run #3";"Normal Force (N) Run #3";"Parallel Force (N) Run #3";"Time (s) Run #4";"Temperature 1, Ch 1 (°C) Run #4";"Temperature 2, Ch 1 (°C) Run #4";"Temperature 3, Ch 1 (°C) Run #4";"Force Beam 1 (N) Run #4";"Force Beam 2 (N) Run #4";"Force Beam 3 (N) Run #4";"Force Beam 4 (N) Run #4";"Normal Force (N) Run #4";"Parallel Force (N) Run #4";"Time (s) Run #5";"Temperature 1, Ch 2 (°C) Run #5";"Temperature 2, Ch 2 (°C) Run #5";"Temperature 3, Ch 2 (°C) Run #5";"Temperature 1, Ch 1 (°C) Run #5";"Temperature 2, Ch 1 (°C) Run #5";"Temperature 3, Ch 1 (°C) Run #5";"Time (s) Run #6";"Temperature 1, Ch 2 (°C) Run #6";"Temperature 2, Ch 2 (°C) Run #6";"Temperature 3, Ch 2 (°C) Run #6";"Temperature 1, Ch 1 (°C) Run #6";"Temperature 2, Ch 1 (°C) Run #6";"Temperature 3, Ch 1 (°C) Run #6"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,350;18,66;30,94;26,59;9,66;7,92;5,69
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,400;18,65;30,94;26,59;9,66;7,92;5,69
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,450;18,66;30,94;26,59;9,66;7,92;5,70
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,500;18,66;30,94;26,59;9,65;7,91;5,70
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,550;18,66;30,94;26,59;9,65;7,92;5,70
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,600;18,66;30,94;26,59;9,65;7,91;5,71
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,650;18,66;30,94;26,59;9,65;7,91;5,71
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,700;18,66;30,94;26,59;9,65;7,91;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,750;18,67;30,94;26,60;9,65;7,91;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,800;18,67;30,94;26,59;9,65;7,91;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,850;18,67;30,95;26,60;9,65;7,91;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,900;18,67;30,95;26,60;9,65;7,91;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,950;18,67;30,95;26,60;9,65;7,91;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,000;18,67;30,95;26,60;9,65;7,91;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,050;18,67;30,95;26,60;9,65;7,91;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,100;18,67;30,95;26,60;9,65;7,91;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,150;18,68;30,95;26,60;9,65;7,91;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,200;18,68;30,95;26,60;9,65;7,91;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,250;18,68;30,95;26,60;9,64;7,91;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,300;18,68;30,95;26,60;9,65;7,91;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,350;18,68;30,96;26,60;9,64;7,91;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,400;18,69;30,96;26,60;9,64;7,91;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,450;18,69;30,96;26,60;9,64;7,91;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,500;18,69;30,96;26,60;9,64;7,91;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,550;18,69;30,96;26,60;9,64;7,91;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,600;18,69;30,96;26,60;9,64;7,91;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,650;18,69;30,96;26,61;9,64;7,91;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,700;18,69;30,96;26,61;9,64;7,91;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,750;18,69;30,96;26,61;9,64;7,91;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,800;18,70;30,96;26,61;9,64;7,90;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,850;18,70;30,96;26,61;9,64;7,91;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,900;18,70;30,96;26,61;9,64;7,91;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315,950;18,70;30,97;26,61;9,63;7,90;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,000;18,70;30,97;26,61;9,63;7,90;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,050;18,70;30,97;26,61;9,64;7,91;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,100;18,70;30,97;26,61;9,63;7,90;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,150;18,71;30,97;26,61;9,63;7,90;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,200;18,71;30,97;26,61;9,63;7,90;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,250;18,71;30,97;26,61;9,63;7,91;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,300;18,71;30,97;26,61;9,63;7,90;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,350;18,71;30,97;26,62;9,63;7,90;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,400;18,71;30,97;26,62;9,63;7,90;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,450;18,72;30,97;26,62;9,63;7,90;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,500;18,72;30,96;26,62;9,63;7,90;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,550;18,72;30,96;26,62;9,63;7,90;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,600;18,72;30,96;26,62;9,63;7,89;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,650;18,72;30,96;26,62;9,63;7,90;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,700;18,72;30,96;26,63;9,63;7,89;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,750;18,73;30,96;26,63;9,62;7,89;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,800;18,73;30,96;26,63;9,62;7,89;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,850;18,73;30,96;26,63;9,63;7,89;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,900;18,73;30,96;26,63;9,62;7,89;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316,950;18,73;30,96;26,63;9,62;7,89;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,000;18,73;30,96;26,63;9,62;7,89;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,050;18,73;30,96;26,63;9,62;7,89;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,100;18,73;30,96;26,63;9,62;7,89;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,150;18,73;30,95;26,64;9,62;7,89;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,200;18,73;30,96;26,63;9,62;7,89;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,250;18,73;30,96;26,64;9,62;7,89;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,300;18,72;30,95;26,64;9,62;7,89;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,350;18,72;30,95;26,64;9,62;7,89;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,400;18,72;30,95;26,64;9,61;7,89;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,450;18,71;30,95;26,64;9,61;7,89;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,500;18,71;30,95;26,64;9,61;7,88;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,550;18,71;30,95;26,64;9,62;7,89;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,600;18,70;30,95;26,64;9,61;7,88;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,650;18,69;30,95;26,65;9,61;7,88;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,700;18,69;30,95;26,65;9,61;7,88;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,750;18,68;30,95;26,65;9,61;7,88;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,800;18,68;30,95;26,65;9,61;7,88;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,850;18,67;30,94;26,65;9,61;7,88;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,900;18,66;30,94;26,65;9,61;7,88;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317,950;18,65;30,94;26,65;9,61;7,88;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,000;18,65;30,94;26,66;9,61;7,88;5,71
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,050;18,64;30,94;26,66;9,61;7,88;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,100;18,63;30,93;26,66;9,61;7,87;5,71
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,150;18,62;30,93;26,66;9,61;7,87;5,71
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,200;18,61;30,93;26,66;9,61;7,87;5,71
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,250;18,61;30,93;26,66;9,61;7,87;5,70
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,300;18,60;30,93;26,66;9,61;7,87;5,70
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,350;18,59;30,93;26,67;9,60;7,87;5,69
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,400;18,58;30,92;26,67;9,60;7,87;5,69
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,450;18,57;30,92;26,67;9,60;7,87;5,69
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,500;18,56;30,92;26,67;9,60;7,87;5,69
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,550;18,55;30,92;26,68;9,60;7,87;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,600;18,54;30,92;26,68;9,60;7,86;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,650;18,53;30,91;26,68;9,60;7,86;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,700;18,53;30,91;26,68;9,60;7,86;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,750;18,52;30,91;26,68;9,60;7,86;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,800;18,51;30,91;26,68;9,60;7,86;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,850;18,50;30,91;26,69;9,60;7,86;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,900;18,49;30,91;26,69;9,60;7,86;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318,950;18,48;30,90;26,69;9,60;7,86;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,000;18,47;30,90;26,69;9,60;7,86;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,050;18,46;30,90;26,69;9,60;7,86;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,100;18,46;30,90;26,70;9,59;7,86;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,150;18,45;30,90;26,70;9,59;7,87;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,200;18,44;30,90;26,70;9,60;7,86;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,250;18,43;30,90;26,70;9,59;7,86;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,300;18,43;30,90;26,71;9,59;7,86;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,350;18,42;30,90;26,71;9,59;7,86;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,400;18,41;30,90;26,71;9,59;7,86;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,450;18,41;30,90;26,71;9,59;7,86;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,500;18,40;30,90;26,71;9,59;7,86;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,550;18,39;30,90;26,71;9,59;7,86;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,600;18,39;30,90;26,71;9,59;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,650;18,38;30,90;26,71;9,59;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,700;18,38;30,90;26,71;9,59;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,750;18,37;30,90;26,72;9,59;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,800;18,37;30,91;26,72;9,59;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,850;18,36;30,91;26,72;9,59;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,900;18,36;30,91;26,72;9,58;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,950;18,35;30,91;26,72;9,59;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,000;18,35;30,91;26,72;9,58;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,050;18,34;30,91;26,72;9,58;7,86;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,100;18,34;30,91;26,73;9,58;7,86;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,150;18,34;30,91;26,73;9,58;7,85;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,200;18,33;30,91;26,73;9,58;7,85;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,250;18,33;30,92;26,73;9,58;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,300;18,32;30,92;26,74;9,58;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,350;18,32;30,92;26,74;9,58;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,400;18,31;30,92;26,74;9,58;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,450;18,31;30,92;26,74;9,58;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,500;18,31;30,92;26,74;9,58;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,550;18,30;30,92;26,75;9,58;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,600;18,29;30,92;26,75;9,57;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,650;18,29;30,93;26,75;9,57;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,700;18,29;30,93;26,75;9,58;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,750;18,28;30,93;26,76;9,57;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,800;18,28;30,93;26,76;9,57;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,850;18,27;30,93;26,76;9,57;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,900;18,27;30,93;26,76;9,57;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320,950;18,26;30,93;26,77;9,57;7,85;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,000;18,26;30,93;26,77;9,57;7,85;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,050;18,26;30,93;26,77;9,57;7,85;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,100;18,25;30,93;26,77;9,57;7,85;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,150;18,24;30,93;26,78;9,57;7,85;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,200;18,24;30,93;26,78;9,57;7,85;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,250;18,24;30,93;26,78;9,57;7,85;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,300;18,23;30,93;26,78;9,57;7,85;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,350;18,23;30,93;26,78;9,57;7,85;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,400;18,22;30,94;26,79;9,56;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,450;18,22;30,94;26,79;9,56;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,500;18,21;30,94;26,79;9,57;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,550;18,21;30,94;26,79;9,57;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,600;18,21;30,94;26,79;9,56;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,650;18,20;30,94;26,80;9,57;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,700;18,20;30,94;26,80;9,56;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,750;18,19;30,94;26,80;9,56;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,800;18,19;30,94;26,80;9,56;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,850;18,19;30,95;26,80;9,56;7,85;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,900;18,19;30,95;26,81;9,56;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321,950;18,18;30,95;26,81;9,56;7,86;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,000;18,18;30,95;26,81;9,56;7,85;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,050;18,17;30,95;26,81;9,56;7,86;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,100;18,16;30,95;26,81;9,56;7,86;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,150;18,16;30,95;26,81;9,55;7,86;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,200;18,16;30,95;26,81;9,56;7,86;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,250;18,16;30,96;26,82;9,55;7,87;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,300;18,16;30,95;26,82;9,55;7,86;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,350;18,15;30,96;26,82;9,55;7,87;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,400;18,14;30,96;26,82;9,55;7,87;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,450;18,14;30,96;26,82;9,55;7,87;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,500;18,14;30,96;26,83;9,55;7,87;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,550;18,14;30,96;26,83;9,55;7,87;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,600;18,13;30,96;26,83;9,55;7,87;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,650;18,13;30,96;26,83;9,55;7,87;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,700;18,13;30,96;26,83;9,55;7,88;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,750;18,12;30,96;26,83;9,55;7,88;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,800;18,12;30,96;26,84;9,55;7,88;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,850;18,12;30,96;26,84;9,55;7,88;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,900;18,12;30,96;26,84;9,55;7,88;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,950;18,12;30,96;26,84;9,55;7,88;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,000;18,12;30,96;26,84;9,55;7,88;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,050;18,11;30,96;26,84;9,55;7,88;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,100;18,11;30,97;26,84;9,54;7,88;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,150;18,11;30,97;26,85;9,54;7,88;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,200;18,11;30,97;26,85;9,54;7,88;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,250;18,11;30,97;26,85;9,54;7,88;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;323,300;18,11;30,97;26,85;9,54;7,88;5,68
