"Time (s) Run #1";"Temperature 1, Ch 2 (°C) Run #1";"Temperature 2, Ch 2 (°C) Run #1";"Temperature 3, Ch 2 (°C) Run #1";"Temperature 1, Ch 1 (°C) Run #1";"Temperature 2, Ch 1 (°C) Run #1";"Temperature 3, Ch 1 (°C) Run #1";"Time (s) Run #2";"Temperature 1, Ch 1 (°C) Run #2";"Temperature 2, Ch 1 (°C) Run #2";"Temperature 3, Ch 1 (°C) Run #2";"Force Beam 1 (N) Run #2";"Force Beam 2 (N) Run #2";"Force Beam 3 (N) Run #2";"Force Beam 4 (N) Run #2";"Normal Force (N) Run #2";"Parallel Force (N) Run #2";"Time (s) Run #3";"Temperature 1, Ch 1 (°C) Run #3";"Temperature 2, Ch 1 (°C) Run #3";"Temperature 3, Ch 1 (°C) Run #3";"Force Beam 1 (N) Run #3";"Force Beam 2 (N) Run #3";"Force Beam 3 (N) Run #3";"Force Beam 4 (N) Run #3";"Normal Force (N) Run #3";"Parallel Force (N) Run #3";"Time (s) Run #4";"Temperature 1, Ch 1 (°C) Run #4";"Temperature 2, Ch 1 (°C) Run #4";"Temperature 3, Ch 1 (°C) Run #4";"Force Beam 1 (N) Run #4";"Force Beam 2 (N) Run #4";"Force Beam 3 (N) Run #4";"Force Beam 4 (N) Run #4";"Normal Force (N) Run #4";"Parallel Force (N) Run #4";"Time (s) Run #5";"Temperature 1, Ch 2 (°C) Run #5";"Temperature 2, Ch 2 (°C) Run #5";"Temperature 3, Ch 2 (°C) Run #5";"Temperature 1, Ch 1 (°C) Run #5";"Temperature 2, Ch 1 (°C) Run #5";"Temperature 3, Ch 1 (°C) Run #5";"Time (s) Run #6";"Temperature 1, Ch 2 (°C) Run #6";"Temperature 2, Ch 2 (°C) Run #6";"Temperature 3, Ch 2 (°C) Run #6";"Temperature 1, Ch 1 (°C) Run #6";"Temperature 2, Ch 1 (°C) Run #6";"Temperature 3, Ch 1 (°C) Run #6"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,350;18,46;30,64;26,55;9,78;8,00;5,97
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,400;18,46;30,65;26,55;9,78;8,00;5,97
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,450;18,46;30,64;26,55;9,78;8,00;5,97
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,500;18,47;30,65;26,55;9,78;8,00;5,97
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,550;18,47;30,65;26,55;9,77;8,00;5,97
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,600;18,47;30,66;26,56;9,77;8,00;5,96
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,650;18,47;30,66;26,56;9,77;8,00;5,96
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,700;18,47;30,66;26,56;9,77;8,00;5,96
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,750;18,47;30,66;26,56;9,77;8,00;5,96
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,800;18,47;30,66;26,56;9,77;8,00;5,95
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,850;18,48;30,67;26,56;9,77;8,00;5,95
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,900;18,48;30,67;26,56;9,77;8,00;5,94
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;305,950;18,48;30,67;26,56;9,77;8,00;5,94
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,000;18,48;30,67;26,57;9,77;8,00;5,94
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,050;18,48;30,68;26,57;9,77;8,00;5,94
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,100;18,48;30,68;26,57;9,77;8,00;5,93
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,150;18,48;30,68;26,57;9,77;8,00;5,93
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,200;18,48;30,68;26,57;9,76;8,00;5,92
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,250;18,48;30,68;26,58;9,76;8,00;5,92
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,300;18,49;30,69;26,58;9,76;8,00;5,92
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,350;18,49;30,69;26,58;9,76;8,00;5,91
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,400;18,49;30,69;26,58;9,76;8,00;5,91
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,450;18,49;30,69;26,58;9,76;8,00;5,91
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,500;18,49;30,69;26,58;9,76;7,99;5,90
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,550;18,49;30,69;26,58;9,76;8,00;5,90
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,600;18,49;30,70;26,58;9,76;8,00;5,89
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,650;18,50;30,70;26,58;9,76;8,00;5,89
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,700;18,50;30,70;26,58;9,76;8,00;5,88
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,750;18,50;30,70;26,58;9,76;8,00;5,88
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,800;18,50;30,70;26,58;9,76;8,00;5,87
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,850;18,50;30,71;26,58;9,76;8,00;5,87
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,900;18,50;30,71;26,58;9,75;8,00;5,87
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306,950;18,50;30,71;26,58;9,75;8,00;5,86
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,000;18,51;30,71;26,58;9,75;7,99;5,86
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,050;18,51;30,71;26,58;9,76;7,99;5,86
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,100;18,51;30,71;26,58;9,75;7,99;5,86
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,150;18,51;30,71;26,58;9,75;7,99;5,85
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,200;18,51;30,72;26,58;9,75;7,99;5,85
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,250;18,51;30,72;26,58;9,75;7,99;5,85
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,300;18,52;30,72;26,58;9,75;7,99;5,85
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,350;18,52;30,72;26,58;9,75;7,99;5,85
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,400;18,52;30,72;26,58;9,75;7,99;5,84
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,450;18,52;30,72;26,58;9,75;7,99;5,84
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,500;18,52;30,72;26,58;9,75;7,99;5,84
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,550;18,52;30,72;26,58;9,75;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,600;18,52;30,72;26,58;9,75;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,650;18,52;30,72;26,58;9,75;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,700;18,52;30,73;26,58;9,74;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,750;18,52;30,72;26,58;9,74;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,800;18,53;30,73;26,58;9,75;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,850;18,53;30,73;26,58;9,74;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,900;18,52;30,73;26,58;9,74;7,99;5,82
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;307,950;18,53;30,73;26,58;9,74;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,000;18,53;30,73;26,58;9,74;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,050;18,53;30,73;26,58;9,74;7,99;5,83
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,100;18,53;30,73;26,58;9,74;7,99;5,82
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,150;18,53;30,73;26,58;9,74;7,98;5,82
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,200;18,54;30,73;26,58;9,74;7,98;5,82
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,250;18,53;30,73;26,58;9,74;7,98;5,82
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,300;18,53;30,73;26,58;9,74;7,98;5,82
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,350;18,53;30,73;26,58;9,74;7,98;5,82
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,400;18,54;30,74;26,58;9,74;7,98;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,450;18,54;30,74;26,58;9,73;7,98;5,82
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,500;18,54;30,74;26,58;9,73;7,97;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,550;18,54;30,74;26,59;9,73;7,98;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,600;18,54;30,74;26,58;9,73;7,98;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,650;18,54;30,74;26,59;9,73;7,98;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,700;18,54;30,75;26,59;9,73;7,97;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,750;18,54;30,75;26,59;9,73;7,97;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,800;18,54;30,75;26,59;9,73;7,97;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,850;18,54;30,75;26,59;9,73;7,97;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,900;18,54;30,75;26,59;9,73;7,97;5,80
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,950;18,54;30,75;26,59;9,73;7,97;5,81
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,000;18,55;30,75;26,59;9,73;7,97;5,80
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,050;18,55;30,76;26,59;9,73;7,97;5,80
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,100;18,54;30,75;26,59;9,72;7,96;5,80
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,150;18,55;30,76;26,59;9,73;7,97;5,80
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,200;18,55;30,76;26,59;9,72;7,97;5,79
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,250;18,55;30,76;26,59;9,72;7,96;5,79
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,300;18,55;30,76;26,59;9,73;7,96;5,79
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,350;18,55;30,76;26,59;9,72;7,96;5,79
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,400;18,55;30,77;26,59;9,72;7,96;5,79
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,450;18,55;30,77;26,60;9,72;7,96;5,79
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,500;18,55;30,77;26,60;9,72;7,96;5,78
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,550;18,56;30,77;26,60;9,72;7,96;5,78
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,600;18,55;30,78;26,60;9,72;7,96;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,650;18,56;30,78;26,60;9,72;7,96;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,700;18,56;30,78;26,60;9,72;7,96;5,77
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,750;18,56;30,78;26,60;9,72;7,96;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,800;18,56;30,79;26,60;9,72;7,95;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,850;18,56;30,79;26,60;9,72;7,95;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,900;18,56;30,79;26,60;9,71;7,95;5,76
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;309,950;18,56;30,79;26,60;9,72;7,96;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,000;18,56;30,80;26,60;9,71;7,95;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,050;18,56;30,80;26,60;9,72;7,95;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,100;18,56;30,80;26,60;9,71;7,95;5,75
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,150;18,57;30,80;26,60;9,71;7,95;5,74
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,200;18,57;30,80;26,60;9,71;7,95;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,250;18,57;30,81;26,60;9,71;7,95;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,300;18,57;30,81;26,61;9,71;7,95;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,350;18,57;30,81;26,60;9,71;7,95;5,73
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,400;18,57;30,82;26,60;9,71;7,95;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,450;18,57;30,82;26,60;9,71;7,94;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,500;18,57;30,82;26,60;9,71;7,94;5,72
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,550;18,57;30,82;26,60;9,71;7,94;5,71
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,600;18,57;30,83;26,60;9,71;7,94;5,71
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,650;18,58;30,83;26,60;9,70;7,94;5,71
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,700;18,57;30,83;26,60;9,71;7,94;5,70
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,750;18,58;30,83;26,60;9,71;7,94;5,70
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,800;18,58;30,83;26,60;9,70;7,95;5,70
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,850;18,58;30,83;26,60;9,70;7,95;5,69
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,900;18,58;30,83;26,60;9,70;7,95;5,69
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310,950;18,58;30,84;26,60;9,70;7,94;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,000;18,58;30,84;26,60;9,70;7,94;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,050;18,58;30,84;26,60;9,70;7,94;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,100;18,58;30,84;26,59;9,70;7,94;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,150;18,58;30,84;26,59;9,70;7,94;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,200;18,59;30,85;26,59;9,70;7,94;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,250;18,59;30,85;26,59;9,70;7,94;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,300;18,59;30,85;26,59;9,70;7,94;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,350;18,59;30,85;26,59;9,70;7,94;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,400;18,59;30,85;26,59;9,70;7,94;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,450;18,59;30,85;26,59;9,69;7,94;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,500;18,59;30,86;26,59;9,69;7,94;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,550;18,59;30,86;26,59;9,69;7,94;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,600;18,59;30,86;26,59;9,69;7,94;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,650;18,60;30,86;26,59;9,69;7,94;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,700;18,60;30,86;26,59;9,69;7,94;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,750;18,60;30,87;26,59;9,69;7,94;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,800;18,60;30,87;26,59;9,69;7,94;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,850;18,60;30,87;26,58;9,69;7,94;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,900;18,60;30,87;26,59;9,69;7,94;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311,950;18,60;30,87;26,59;9,69;7,94;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,000;18,60;30,87;26,58;9,69;7,94;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,050;18,60;30,88;26,59;9,69;7,94;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,100;18,60;30,88;26,59;9,68;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,150;18,60;30,88;26,58;9,69;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,200;18,60;30,88;26,59;9,69;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,250;18,60;30,88;26,59;9,68;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,300;18,60;30,88;26,59;9,68;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,350;18,60;30,89;26,58;9,68;7,94;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,400;18,60;30,89;26,58;9,68;7,94;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,450;18,61;30,89;26,58;9,68;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,500;18,61;30,89;26,58;9,68;7,94;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,550;18,61;30,90;26,58;9,68;7,94;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,600;18,61;30,90;26,58;9,68;7,94;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,650;18,61;30,90;26,58;9,68;7,94;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,700;18,61;30,90;26,58;9,68;7,93;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,750;18,61;30,91;26,58;9,68;7,94;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,800;18,61;30,91;26,58;9,68;7,93;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,850;18,62;30,91;26,58;9,68;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,900;18,62;30,91;26,58;9,68;7,94;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312,950;18,62;30,91;26,58;9,67;7,94;5,60
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,000;18,62;30,91;26,58;9,67;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,050;18,62;30,91;26,58;9,67;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,100;18,62;30,92;26,58;9,67;7,93;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,150;18,62;30,92;26,58;9,67;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,200;18,62;30,92;26,58;9,67;7,93;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,250;18,63;30,92;26,58;9,67;7,93;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,300;18,63;30,92;26,58;9,67;7,94;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,350;18,63;30,93;26,58;9,67;7,93;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,400;18,63;30,93;26,58;9,67;7,93;5,61
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,450;18,63;30,93;26,58;9,67;7,93;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,500;18,63;30,93;26,58;9,67;7,93;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,550;18,63;30,93;26,59;9,67;7,93;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,600;18,64;30,94;26,59;9,67;7,93;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,650;18,63;30,94;26,59;9,66;7,93;5,62
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,700;18,64;30,94;26,58;9,67;7,93;5,63
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,750;18,64;30,94;26,59;9,66;7,93;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,800;18,64;30,94;26,58;9,66;7,93;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,850;18,64;30,94;26,59;9,66;7,93;5,64
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,900;18,64;30,94;26,59;9,66;7,92;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,950;18,64;30,94;26,59;9,66;7,92;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,000;18,64;30,94;26,59;9,66;7,92;5,65
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,050;18,64;30,94;26,59;9,66;7,93;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,100;18,65;30,94;26,59;9,66;7,92;5,66
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,150;18,65;30,94;26,59;9,66;7,92;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,200;18,65;30,94;26,59;9,66;7,92;5,67
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,250;18,65;30,94;26,59;9,65;7,92;5,68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314,300;18,65;30,94;26,59;9,66;7,92;5,68
